companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url,compensation_and_benefits,culture_and_values,career_opportunities,work_life_balance,job_type,industry,job_function,company_size,estimated_salary
PRA Health Sciences,4.1,Statistical Consulting Director,Remote,"Understands client business and provides subject matter expertise on assigned domain in client engagements. Leads development of customized approach to meeting client objectives including solution design, development and implementation. Leverages significant breadth and depth of domain knowledge to support business development teams in targeting new business opportunities. Maintains expert level knowledge of assigned domain by keeping abreast of with leading edge client business needs, solutions and thought leadership. Works collaboratively and builds relationships with senior management and internal project team members. Acts as a domain spokesperson and articulates value proposition for consulting engagements. Acts as primary point of contact to develop solutions to support business development teams with driving sales and delivery of client solutions. Drives the efforts to scope, develop, and propose new and enhancements to existing and new client engagement opportunities. Publishes articles in well-known media outlets/academic journals. Represents the company at industry conferences A strong communicator with the ability to explain complicated statistical concepts in consulting engagements. Master’s degree educated in statistics or equivalent; PhD preferred Extensive (10+ years) industry experience, with at least 6 years of work experience at a pharmaceutical or biotechnology company Advanced oral and written communication skillsHigh attention to detail Cultivated ability to think critically and prioritize time-sensitive deliverables",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_b06944dc&cb=1629292744951&jobListingId=4152601310,3.7,4.1,3.7,3.9,Full-time,Biotech & Pharmaceuticals,statistical analyst,10000+ Employees,NaN
Insurity,3.1,Senior Developer (Data Analytics),Remote,"Actively contribute to our growing codebase to implement new features, squash bugs and continue developing products that delight our customers. Profile, debug and isolate system wide performance issues and provide strategies to improve scalability and redundancy through systems type thinking. Provide technical input during planning, design, scoping, estimating and requirements-gathering. Refine your craft, use your unique experience to coach and inspire those around you, and collectively work towards a better codebase. 4+ years of software development experience using Agile development methodology Excellent communication skills with the ability to effectively communicate in a remote/virtual environment Comfortable working collaboratively through code reviews, both giving and receiving Experience with the Java Ecosystem Experience with functional programming SQL and RDBMS skills – able to generate and debug queries Proven ability to write modular, well-tested, and maintainable code Comfortable advocating for improvements including tech debt Proven ability to be proactive, work independently, manage your time and thrive in a lean environment A collaborative spirit and knack for problem-solving Experience in predictive analytics, numerical analysis, data engineering, or data warehousing a plus. Experience in Clojure and/or Scala Willingness to work across the full stack",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3188ad0&cb=1629292744952&jobListingId=4145887864,2.9,3.2,2.9,3.6,Full-time,Information Technology,data analyst,501 to 1000 Employees,NaN
Sun Life Financial,4.0,Data Scientist,Waterloo,"Apply best in breed data science including descriptive, predictive, machine learning, deep learning and AI techniques from the design to implementation that impacts the business. Focus on Feature Engineering, Model Training and Model Evaluation in addition to data munging / wrangling Identify the right algorithms and statistical techniques for a specific project as well as the best features for a model. Advise junior members on the same. Assist in make business recommendations with effective presentations of findings at multiple levels of stakeholders An active contributing member to the analytics community to help foster and grow the data science community at Sun Life BSc/M.S. in a statistical, mathematical, or technical field (i.e., computer science) or equivalent experience Minimum of 1 year experience in developing and implementing data science techniques (predictive, prescriptive, ML etc.) Comfortable writing complex SQL queries to extract and integrate data from multiple database sources Proficient in using one or more statistical programming languages (i.e., Python) for data science Big Data Technologies: Hadoop, HDFS, Hive, HBase, Storm, Spark, Kafka Experience with deep learning methodologies either in practice or in academia Effective and concise oral and written storytelling and insights communication skills Ability to work on multiple projects in parallel while managing constantly changing deadlines and priorities Ability to document work and effectively prioritize documentation Past experience in life insurance/wealth management, or other financial services industry (e.g., retail banking, credit card, property and casualty insurance) Competitive salary and bonus structure influenced by market range data 15 days vacation per year and an innovative sabbatical program A friendly, collaborative and inclusive culture Being part of our Analytics community, where we share best practices and broaden skill-sets Flexible Benefits from the day you join to meet the needs of you and your family Pension, stock and savings programs to help build and enhance your future financial security Fitness and wellness programs that help you balance work and life and enjoy a healthier lifestyle",https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_f22c9910&cb=1629292744950&jobListingId=4150572795,3.3,3.6,3.0,3.6,Full-time,Insurance,data scientist,10000+ Employees,NaN
AsteroidX,3.4,Data Scientist,Toronto,"Bachelors/Masters Degree plus 4+ years of experience working in CS, CE, ML or related field. 2+ years of experience in building machine learning models for business application. Experience with ETL solutions and data pipelines. Experience with relational databases and SQL. Project Management or related experience with a proven ability to independently lead product management initiatives. Experience in building large-scale machine-learning models. Experience with Big Data technologies such as AWS. Excellent oral and written communication skills, with the ability to communicate complex technical concepts and solutions to all levels of the organization. Casual dress Extended health care Paid time off 8 hour shift Monday to Friday Temporarily due to COVID-19",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1044077&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e9795d58&cb=1629292744950&jobListingId=4163555715,2.7,3.8,3.5,3.5,Full-time,NaN,data scientist,1 to 50 Employees,NaN
Cognizant Technology Solutions,3.8,Senior Big Data Developer,Mississauga,"We continuously seek exceptional associates when recruiting new employees. We pride ourselves on having extensive experience working with clients in all major markets. Cognizant's delivery model is infused with a distinct culture of high customer satisfaction. We consistently deliver positive relationships, cost reductions and business results. At Cognizant, we believe those who challenge the way they work today will own the way tomorrow.Senior Big Data DeveloperAt least 6 years of experience in a several data Engineering roles such as Big-data developerBig-data administrator, ETL developer, data analyst, and/or solution developer of Enterprise applications.Experience with Cloudera CDH/ CDP and ecosystem tools (pySpark, Impala, Hive, Hue, Hadoop, scala etc.), Oracle, Teradata, python, Shell-Script and Amazon Web Services (S3 etc.) preferred.ResponsibilitiesPlanning, building, and running enterprise class information management solutions across a variety of technologies (AWS,Big Data, data profiling, ETL batch processing, streaming (preferred) etc)Curating content to support the key business initiativesWorking with data scientist and data analysts across functional disciplines.Demonstrate high proficiency across a wide range of technologies and platforms related to software design and development, programming languages, data integration, data warehousing, data analysis and cloud environments.Highly autonomous and productive in performing activities, requiring only minimal direction from or interaction with supervisor.Keeps key stakeholders informed through effective verbal and written communicationMay mentor/supervise a team of one or more and guide and evaluate the performance of those individuals is accountable for the effective performance of the team/individuals.Ensuring appropriate security and compliance policies are followed for information access and disseminationDefining and applying information quality and consistency business rules throughout the data processing lifecycleCollaborating with information providers to ensure quality data updates are processed in a timely fashion#CB#IND123Employee Status : Full Time EmployeeShift : Day JobTravel : NoJob Posting : Jul 28 2021About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_3560f0a0&cb=1629292744950&jobListingId=4146887308,3.3,3.6,3.6,3.5,Full-time,Business Services,data engineer,10000+ Employees,NaN
Canadian National Railway,3.4,Specialist Data Science,Calgary,"Work with structured and unstructured raw data to design and develop innovative predictive models, metrics, and dashboards to uncover actionable insights Visualize and report data findings creatively in a variety of visual formats that provide insights to the organization Influence how we approach business challenges and opportunities by driving the adoption of a data driven mindset Support and evolve the Advanced Analytics and Data Science roadmap by leveraging industry research, best practices, and emerging tools/technology Collaborate on end-to-end automation efforts required to bring models to production Build and maintain a strong engagement with key stakeholders to understand business needs and priorities Experience in the application of data mining and analysis, predictive modeling, statistics, and other advanced analytical techniques with hands-on work experience 5 or more years of hands-on work and practical business experience in Machine Learning and AI, including classification, clustering, time series analysis, NLP, demand forecasting and optimization Excellent communication skills and capable of breaking down technical and complex concepts in a way that is understood by non-technical audiences Masters or PhD degree in a quantitative field such as Math, Statistics, Computer Science, Economics, or Data Science Solid development experience with Python and comfortable using various data science libraries such as Scikit-learn, Pandas, NumPy as well as frameworks like TensorFlow, Pytorch, Keras and have applied these skills towards solving actual business matters Comfortable working in and with a Jupyter like environment and infrastructure, and familiar with GitHub, Data bricks Have advanced knowledge in SQL and Apache Spark Expert level experience with at least one of the cloud computing platforms – Azure, AWS, GCP Familiar with Tableau and/or Power BI visual analytics purposes Well versed in software and AI development lifecycles, including ML Ops Have agile experience and have a bias for action, removing blocks to get results fast Experience with SAFe agile methodology and work in a fast-paced environment Having Azure or other cloud certifications, For example Azure Data Lake, Data Bricks",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_ee132a68&cb=1629292744943&jobListingId=4153746258,4.0,2.8,3.3,2.7,Full-time,Transportation & Logistics,data scientist,10000+ Employees,NaN
SimpTek Technologies,4.8,Jr. Data Scientist,Fredericton,"Selecting features, building and optimizing classifiers using machine learning techniques Enhancing data collection procedures to include information that is relevant for building analysis Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner Integration with 3rd party API’s for data collection and analysis, including weather data, time-series data, and event-based data sets 1-2 years experience in similar roles Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Experience with common data science toolkits. Great verbal and written communication skills Experience with data visualization tools, such as D3.js, Highcharts.js etc. Proficiency in using query languages like SQL. Good applied statistics skills, such as distributions, statistical testing, regression, etc. Good scripting and programming skills Data-oriented personality Competitive salary Benefits The opportunity to work with passionate and driven individuals Flexible schedule",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136006&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ec22603c&cb=1629292744952&jobListingId=4117713085,3.8,5.0,4.6,4.8,Full-time,NaN,data scientist,1 to 50 Employees,"CA$74,525 - CA$99,525 (Glassdoor Est.)"
Transit App,4.5,Data Scientist,Montreal,"You have a degree or hard-won experience in a quantitative field: stats, applied math, or econ — convince us it’s relevant. Bonus points for an advanced degree, lots of experience, and/or special projects you are legally sworn from talking about. Your portfolio of work shows you can make data sing in reality, not just in theory  You’re always asking questions, and able to find something interesting in any dataset. SQL and noSQL queries that befuddle other mortals are, to you, mere child’s play. “Making sense of geospatial data is fun” — you. You have a facility for Python, R, other languages used in analyzing data. You can calculate the required sample size for statistical significance for a survey (perhaps you already have while reading this sentence…) and you can tell us why it’s not actually significant since it’s a convenience sample. You are an organized, analytical problem solver with strong written, oral and visual communication skills. You have experience with data engineering, ETL. You can talk smack about modern machine learning techniques. You have experience turning out production-ready code. Passion for urbanism: you find cycling glamorous, you can navigate your city’s public transit system without a map, and you believe free parking should only ever exist on a Monopoly board. Even better: you’ve worked at a transit agency or private mobility provider, or have a degree in transportation. Competitive salary and stock options Comprehensive medical and dental coverage 5 weeks vacation Apple laptop and equipment $1,500 annual mobility allowance. STM? BIXI? Uber? E-bike? Scooter? Going car-free is free at Transit. A training and development budget Generous maternal/paternal/parental leave policy. Gotta fill out our tandem bicycles somehow! Flexible work hours Spend your days surrounded by first-rate teammates and the best view of Montreal Zoom backgrounds in the world",https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136006&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_acb221df&cb=1629292744953&jobListingId=3801096975,3.8,5.0,3.8,4.0,Full-time,Information Technology,data scientist,1 to 50 Employees,"CA$70,000 - CA$100,000 (Glassdoor Est.)"
Semios,4.4,Data Scientist,Vancouver,"THRIVE - Top 50 Leading AgTech (2020) – recognized as exemplifying some of the best in agriculture technology around the globe. Global CleanTech Top 100 (2020) – identified as one of the companies best positioned to solve tomorrow’s clean technology challenges. Google Accelerator (2020) - Selected as 1 of 9 companies for the inaugural Google for Startups Accelerator Canada cohort, who are all using technology to solve complex challenges. Cleaning, validating, blending and otherwise wrangling big data Develop, maintain and deploy data driven products Provide data-driven intelligence to customers, as well as the rest of the team Participate in overall system infrastructure design and work with software developers on implementation and deployment of new features Mathematical modeling; build, test and tweak models of biological and environmental events in collaboration with Semios scientists, informed by data Keep up to date with fast changing latest cloud technologies and open source tools Degree or equivalent experience in a quantitative field (plant biology, crop science, agronomy preferred); Advanced degree (MA, PhD) is beneficial Knowledge of statistical methods Proficient with relational databases and SQL Proficient at programming in Python (preferred), R or similar Passion for learning new technologies with strong problem solving and analytical skills Proven track record mastering manual database-related tasks and building automation wherever possible to replace those tasks Strong interpersonal skills, ability to implement innovative strategies to foster team collaboration, and a passion for mentoring those around you Familiarity with cloud computing platforms (AWS, GCP, MS Azure) Experience with machine learning Experience with Geospatial imagery Experience with agriculture specific data science Experience with developing models that deliver value to customers and become products Sleep better knowing you're making the world a better place through more sustainable food production Work with a team that values fun, laughter, and each other Grow your skills and solve problems using the latest, and best, tech for the job Work with a vast amount of data!",https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1136006&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dccf8146&cb=1629292744953&jobListingId=4163883729,3.2,4.7,3.9,4.1,Full-time,Information Technology,data scientist,51 to 200 Employees,NaN
VectorSolv Corporation,NaN,Data Scientist (Junior),Gatineau,"Collaborate with cross-functional teams (Sales, Marketing, Engineering) to define, design, and ship new features In collaboration with others, design, build and validate predictive algorithms for warranty claims data and work order management Wrangle, manipulate and transform data Participate in software integration work to implement algorithms in production. Work on bug fixing and improving architecture performance Write documentation and present the results of work to others on the team Undergraduate or Master’s degree in Engineering, Physics, Computer science or equivalent Good knowledge of statistics, experimental design, and probability 2+ years of experience in Python, R or similar scripting language 0-2 years' experience shipping high-quality software to enterprise customers Experience with SQL (PostgreSQL or similar) Understanding and interest in machine learning techniques such as Regression, Naive Bayes, Random Forests, Multilayer Perceptron, SVM, Deep Learning DevOps experience (Azure, Google, Docker, Kubernetes) Previous startup experience (preferably in an early-stage startup) Knowledge of insurance of warranty data, systems, or processes Experience with version control systems (Git, CVS or SVN) Knowledge of other programming languages including node js, C++ Experience with big data frameworks such as Spark, Hadoop. Bonus pay Casual dress Dental care Discounted or free food Life insurance On-site parking Paid time off RRSP match Stock options Vision care Work from home Monday to Friday Bachelor's Degree (preferred) Temporarily due to COVID-19",https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1044077&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_338e196d&cb=1629292744949&jobListingId=4163920409,NaN,NaN,NaN,NaN,Full-time,NaN,data scientist,NaN,NaN
Alberta Machine Intelligence Institute,NaN,Machine Learning Scientist,Edmonton,"Are self-motivated and thrive in an ambiguous environment Can translate technical concepts to non-technical audiences Enjoy mentoring individuals and sharing knowledge with others Industry Engagement: working with Amii clients to advance their ML projects and capabilities Stakeholder satisfaction: supporting Amii staff as subject matter experts Research: supporting the advancement of ML research Graduate degree in Machine Learning or related field with equivalent experience in Machine Learning 2 or more years of experience developing, training, and evaluating machine learning models in an industrial setting Applied research or industry experience at the intersection of machine learning and biology (e.g. genomics, working with sequence data, computational biology, systems biology, experience working with medical images and clinical health data) Proficient in at least one programming language eg: Python, Java, C++ or R Able to work in CoLab or Jupyter notebooks, comfortable with Python, scikit-learn, and pandas. Publication record in peer-reviewed academic conferences or relevant journals Ability to communicate on technical topics with a non-technical audience General understanding of the strengths and weaknesses of a range of ML techniques across supervised learning, unsupervised learning, and reinforcement learning Up-to-date knowledge within their particular specialties Critical and independent thought Collegiality and willingness to listen to feedback and support teammates Intellectual curiosity and the desire to learn new things, techniques, and technologies Able to work independently and make informed decisions while collaborating with staff and subject matter experts when appropriate Able to identify gaps in knowledge and triage their own learning appropriately Flexibility and willingness to adapt, including working with disparate data, skill levels, and client needs Active participation in the research community: publishing research, serving as research reviewers, supporting Amii students, speaking or teaching within their area of expertise. Comfortable taking a leadership role with Amii clients, providing scientific expertise and mentorship for clients’ internal teams, Amii interns and associates A professional yet casual work environment that encourages the growth and development of your skills. A chance to learn from amazing teammates who support one another to succeed. Competitive compensation, including paid time off and flexible health benefits. A modern office located in downtown Edmonton, Alberta. Casual dress Company events Dental care Disability insurance Employee assistance program Extended health care Flexible schedule Life insurance Paid time off RRSP match Tuition reimbursement Vision care 8 hour shift Monday to Friday Can you please confirm that you are legally eligible to work in Canada at the time of application? Can you please confirm your highest level of education? Can you please confirm that you have attached a cover letter to your application, as requested in the job posting by the employer? relevant industry: 2 years (preferred) No",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1044077&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_35e51a5b&cb=1629292744951&jobListingId=4157382278,NaN,NaN,NaN,NaN,Full-time,NaN,machine learning engineer,NaN,"CA$81,623 - CA$108,000 (Glassdoor Est.)"
Mier Temporary Staffing,NaN,Data Analyst,Toronto,"Helping develop statistics and reporting of data health Analysing data to improve the pricing processes Process issue root cause analysis Setting up the KPI and audit reporting requirements Generating reports from single or multiple systems. Evaluating changes and updates to source production systems. Training end users on new reports and dashboards. Providing technical expertise on data storage structures, data mining, and data cleansing Bachelor's degree from an accredited university or college in computer science. Work experience as a data analyst or in related field. Ability to translate business requirements into non-technical, Client terms. High-level experience in methodologies and processes for managing large scale databases. Demonstrated experience in handling large data sets and relational databases. High-level written and verbal communication skills.",https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1044072&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_00181be0&cb=1629292744952&jobListingId=4157763078,NaN,NaN,NaN,NaN,Full-time,NaN,data analyst,NaN,NaN
TD Bank,4.0,Data Scientist I,Toronto,"Guide on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the organization Interpret the meaning of new strategic directions and set objectives and measurements Implement monitoring and feedback systems to evaluate progress and identify ways of making continuous improvements Capture and analyze information or data on current and future trends Seek information on issues impacting the progress of organizational and process issues Educate the organization on approaches, such as testing hypotheses and statistical validation of result Help the organization understand the principles and the math behind the scientist process to drive organizational alignment Translate up to date information into continuous improvement activities that enhance performance Research organizational and professional trends, evaluate information sources, and collate and compare findings for bias, omission and accuracy, conduct objective analysis Establish positive working relationships across multiple business and technology partners, program and project managers Participate in knowledge transfer within the team and business units Undergraduate degree or technical certificate Five (5) or more years of relevant experience",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136006&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_0027325f&cb=1629292744952&jobListingId=4162805164,3.8,4.0,3.9,3.7,Full-time,Finance,data scientist,10000+ Employees,NaN
RecycleSmart,4.8,Data Analyst,Richmond,"Coordinating and Facilitating Master Data creation and extraction. Working alongside the ERP team to ensure Data management throughout the implementation and Launch. The ability to analyze and interpret data from Operations, Sales, Procurement and Finance. Development of well-structured SQL statements for data extraction. Administration of day to day create/change request routing and workflow processes collaborating with business data requestors and data stewards as needed to ensure quality data execution. Development of database stored procedures and functions for execution of data updates. Working closely with the Product Development Team to provide insight and feedback as it relates to data in the development of new tools. Create new master data records across various data categories and data domains. Ability to present concepts using diagrams and verbal communication. Work with internal user groups to define, build and refine complex queries from multiple data sources. Develop and meet individual objectives that deliver continuous data improvements and support the achievement of the company Data Governance strategy. Other duties as required. Education: Bachelors or equivalent education and combination of experience will be considered Experienced with the development and management of Master Data Experience with ERP Implementation, preferably with Microsoft Dynamics or NAV Experience: Three to Four years of experience in a similar role Familiarity with data and predictive analytics methodologies Strong SQL skills; writing complex queries Familiarity in building reports and dashboard with Power BI or similar tools Up-to-date knowledge of new systems and trends, software, and technologies Strong organizational and time management skills Dedicated, flexible, responsive, and willing to work the necessary hours to support growth efforts. Strong customer service skills, fast learner, and collaborative with stakeholders Strong troubleshooting, reasoning, and problem-solving skills Efficient and effective communications skills (listen, writen, oral) A self-starter with the ability to work independently under minimal supervision.  Competitive Salary Extended Medical and Dental Benefits GRSP program Diverse and Inclusive team focused on supporting internal growth Focus on giving back to the community",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d83455ea&cb=1629292744945&jobListingId=4141888553,4.0,4.8,4.5,3.9,Full-time,Business Services,data analyst,51 to 200 Employees,"CA$60,000 - CA$75,000 (Glassdoor Est.)"
Dalriada Drug Discovery,NaN,"Scientist/Senior Scientist, Biology",Mississauga,"Undertakes design and optimization of high-quality cell-based and functional assays for various targets including (but not limited to) GPCRs, nuclear receptors, ion channels Conducts validation of the assays for screening of small molecules synthesized during hit-lead and lead optimization stages Executes routine cell-based screening assays to ensure rapid and high-quality data delivery Troubleshoots and develops technical solutions to optimize experiments to deliver robust data output Works in close collaboration with chemists and biochemists to characterize small molecule mechanism of action (MoA) and advance lead optimization Organizes, tracks and advances projects in a timely fashion Maintains lab notebooks and documents experimental results within database Carefully documents research workflows, data and protocols Prepares data summaries and reports to communicate project status to diverse audiences such as project teams and executive boards Monitors, reviews and critically interprets published research to support experimental efforts Trains and supervises junior team members PhD in a relevant life science field Postdoctoral experience in a drug discovery setting preferred Minimum 3 years of lab experience required Strong background in cell biology, molecular biology, and/or the drug discovery process Demonstrates a successful track record in cell-based assay development in various therapeutic areas Offers up hands-on experience in validation, optimization and execution of cellular assays applying multiple techniques including ELISA, Western and high content image screening Deep knowledge and experience with mammalian cell culture techniques is required. Proficiency with 3D cultures and/or organoids, immunohistochemistry and FACS is a plus Independently conceives, designs, and executes hypothesis-testing experiments that directly contribute to project success Experienced with GPCR, ion channels and/or transcription factor functional assays Proficient in relevant programs for data analysis and visualization, e.g. GraphPad Prism, Microsoft Excel, Microsoft PowerPoint, Microsoft Word Ability to analyze, interpret, present scientific data and to propose next steps in both experimental and project design and overall strategy Demonstrates the ability to simultaneously plan, organize, manage, and direct a complex variety of project activities to deliver the required business benefit Offers timely decision-making through use of sound judgement and technical knowledge Thinks critically and generates creative solutions to challenging scientific questions Approaches work with an entrepreneurial mindset, often working independently and, able to identify when to reach out for professional input Superior communication and interpersonal skills and proven ability to effectively communicate with all levels of the organization Ability to explain controversial or complex issues to key leadership Fast learner, flexible, innovative with the ability to work effectively in highly cross-functional teams Ability to handle multiple projects simultaneously and meet aggressive project timelines 8 hour shift Doctoral Degree (preferred) Laboratory experience: 3 years (preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=1044077&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5e58e8c9&cb=1629292744950&jobListingId=4124643288,NaN,NaN,NaN,NaN,Full-time,NaN,research scientist,NaN,NaN
Microsoft,4.4,Data & Applied Scientist,Vancouver,"Own data science work from beginning to end: from understanding business requirements, data discovery and extraction, to model development and evaluation. Use state-of-the-art approaches in ML and data science to large-scale experience and behavior to deliver high impact product features. Optimize your models for large-scale production deployment with stringent performance requirements. Be comfortable solving problems in domains where figuring out the right problems to solve is key to your success and impact. Bring an open mind, a can-do attribute, and collaborative mindset to each day at work. Bachelor’s degree in a related field focusing on machine learning and AI. Demonstrated ability to deliver ML/AI solutions in a product setting. 3+ years of relevant work experience Masters/PhD degree in a related field focusing on machine learning and applied AI. Experience applying ML and AI techniques to large-scale behavioral data. Be a strong communicator able work with both internal (data science, design, engineering, researchers) and external (our customers) stakeholders",https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1136006&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_5a2ade09&cb=1629292744952&jobListingId=4096344094,4.1,4.4,4.2,4.1,Full-time,Information Technology,data scientist,10000+ Employees,NaN
Nylas,4.4,Data Engineer,Toronto,"Understand business requirements and translate them into the concise development/design tasks Collaborate with product, engineering, finance, marketing and customer success teams across the organization to help develop, maintain, and operate our data pipeline Implement new requests from various teams to fulfill their data needs Implement and maintain data pipelines for extraction, transformation, and loading of data from a wide variety of data sources to data lake or data warehouse Create and maintain detailed documentation and functional design specifications Enjoy working with smart people in a challenging and fast paced work environment Bachelor's Degree in Computer Science/Engineer or related field 2 years experience in SQL 2 years experience in Spark Experience with AWS services, such as S3, Glue, Redshift, and DynamoDB, etc. Experience with both structured and semi-structured data, such as relational data, JSON, and Parquet 2 years of technical experience working with large data sets Knowledge of data modeling, data warehousing, ETL processes, and business intelligence reporting tools Ability to work effectively across organizational boundaries Excellent oral, written, analytical, problem solving, and presentation skills Exceptional collaboration, negotiation, and interpersonal skills Basic proficiency in a UNIX/Linux environment Unlimited Paid Time Off (PTO): we take this very seriously as we care about the well-being of our employees Healthcare: 90% of medical, dental, and vision coverage for you and your family Retirement Plan: 401k & RRSP with a company match (super rare for a startup) Holidays: 14 paid annual holidays (New Year’s Day, Family Day, President’s Day, Good Friday, Indigenous People's Day, etc.) Education Grant: annual learning & development benefit Paid Parental Leave: 12 weeks parental leave (maternity & paternity) Voting/Election PTO: 4 hours of paid time off to vote in person or volunteer at a polling place",https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1044074&s=58&guid=0000017b596a4f359bcf0e433e262950&src=GD_JOB_AD&t=SR&vt=w&cs=1_13aec79c&cb=1629292744948&jobListingId=4163560925,4.6,4.4,4.6,4.1,Full-time,Information Technology,data engineer,51 to 200 Employees,"CA$97,953 - CA$127,250 (Glassdoor Est.)"
