companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url,compensation_and_benefits,culture_and_values,career_opportunities,work_life_balance,job_type,industry,job_function,company_size,estimated_salary
Microsoft,4.4,Senior/Principal Data & Applied Scientist,Oslo,"
Master's or bachelor’s degree or equivalent in computer science, mathematics or related technical disciplines. 
Proven track record leading feature teams, defining, delivering, and optimizing explorative data science and machine learning projects that address real-world problems. 
Experience with ML tools to build models and analyze data (e.g. Python, R, scikit-learn, TF, PyTorch, ML.NET). 
Knowledge of distributed big-data computing systems (e.g. Spark, Hadoop, Hive, Azure ML). 
Experience in experimentation frameworks and understanding how to measure end user impacting metrics. 
Software engineering experience covering software engineering best practices (code quality, repo hygiene, code reviews, unit testing, design documentation, continuous integration, deployment). 
Excellent communication and presentations skills. 
Leadership experience and a strong desire to embrace diverse perspectives in order to built inclusive products and features.",https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_a8c6e665&cb=1629254958058&jobListingId=1006889034130&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-b4c717b944bc73db,4.1,4.4,4.2,4.1,Full-time,Information Technology,other,10000+ Employees,NaN
Arundo Analytics,3.8,Data Scientist,Oslo,"Working with cross-functional delivery teams to standardize, automate and expand our data science project delivery Extracting value from data via statistical and machine learning methods and deploying these solutions into production Communicating analysis to customer stakeholders Developing machine learning enhanced data products Putting analytical solutions into production Contributing to Arundo software products via a close collaboration with the engineering team 2-3 years experience in applying DS and ML to real-world problems Strong coding skills in Python and the Python data ecosystem, including: pandas, numpy, scikit-learn, scipy, SQL, visualization tools (matplotlib, seaborn, bokeh, plotly, etc.) Familiarity with deployment workflow tools: Azure, Docker, FastAPI, Flask, GithubActions, Make, etc. Solid knowledge of machine learning, statistical analysis and mathematical modelling. Min. master's degree in computer science, mathematics, statistics, engineering or a related field; relevant work experience can compensate Also interesting is if you have a background as an electrical or machine engineer and are familiar with industrial equipment A value driven company with an inclusive and autonomous culture If you have passion and drive you get the opportunity to steer and direct in relation to product and technologies You will be integral in ""what we do and what we shall do"" Collaborative environment with our offices in the US and EMEA Opportunity to work with cutting edge technology Fun environment - we take fun seriously and have appointed a VP of Fun Great lunches in our canteen Newly refurbished office in downtown Oslo, close to the castle Competitive salary and participation in the employee stock option program Pension plan, medical services membership, travel insurance",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1880801f&cb=1629254958049&jobListingId=1007122826304&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-65bf98ba60d800fb,4.1,3.9,3.8,4.3,Full-time,Information Technology,other,51 to 200 Employees,NaN
Amesto NextBridge AS,NaN,Er du vår nye Data Scientist?,Oslo,"Erfaring med maskinlæring
 Erfaring med programmering i Python eller R (eller andre språk)
 Doktorgrad i relevant disiplin (krav)
 Helst 2 års erfaring eller mer etter doktorgrad Snakker og skriver norsk (minimum B2 nivå)",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_36793d1d&cb=1629254958060&jobListingId=1007131327443&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-ecbbc2f9fde3272b,NaN,NaN,NaN,NaN,N/A,NaN,other,NaN,NaN
Skill AS,NaN,DATA SCIENTIST - Data management & Analytics,Oslo,"
Du har fullført høyere utdanning og har relevant erfaring fra fagområdet
 Gode kommunikasjonsevner, både muntlig og skriftlig på norsk og engelsk
 Er effektiv, strukturert og resultatorientert
 Fordel med en eller flere av følgende sertifiseringer eller tilsvarende kompetanse:
Azure Data Scientist Associate DP-100
Azure AI Engineer Associate AI-100
Power Platform Functional Consultant Associate PL-200
Data Analyst Associate DA-100
 Azure Data Scientist Associate DP-100 Azure AI Engineer Associate AI-100 Power Platform Functional Consultant Associate PL-200 Data Analyst Associate DA-100 Erfaring med en eller flere av følgende teknologier
AI & Machine Learning
R eller Python
Cognitive Services
TSQL
Azure Data Bricks
Power BI, Tableau eller Qlik

 AI & Machine Learning R eller Python Cognitive Services TSQL Azure Data Bricks Power BI, Tableau eller Qlik 
Dyktige kollegaer med høy faglig kompetanse, som har det gøy på jobb
 Fokus på kompetanseheving og egenutvikling
 Stor frihet og mulighet til å påvirke din egen arbeidshverdag
 Flotte lokaler midt i Oslo sentrum, med kanskje byens fineste utsikt.
 Gode pensjons - og forsikringsordninger
 Svært gode kantinefasiliteter
 Treningsstudio på arbeidsplassen",https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_106c8a3e&cb=1629254958059&jobListingId=1006925524859&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-47eed3cc48519985,NaN,NaN,NaN,NaN,N/A,NaN,other,NaN,NaN
Piano,4.2,Machine Learning Engineer,Oslo,"Design and deliver prediction models based on a wide variety of machine learning approaches, applied in different areas like propensity models, NLP models, etc. Build robust data science solutions from the ground up, including data exploration, feature generation, model construction, model optimization, and deployment to production Analyze the performance of implemented machine learning models to measure and improve the training data quality, model performance and prediction quality Keep up to date with recent developments in different fields of data science, MLOps and in academic research, with the goal of evaluating the impact new approaches can have on Piano’s data science solutions Design and implement new techniques and technologies in a production environment M.Sc., Ph.D. or a similar degree in Computer Science, Mathematics or other relevant field. Broad understanding of fundamentals in machine learning, information retrieval, natural language processing and statistics is required (relevant work experience may compensate for lack of formal education). Software engineering experience covering software engineering best practices (code quality, repo hygiene, code reviews, design documentation, continuous integration) is a plus. Data Scientist role experience covering implementing and building large data pipelines. Strong problem solving skills. Curiosity and practical orientation. Proven ability to understand state of the art techniques and emerging technologies and tools, and to deliver concrete results in a short time. Understanding of agile software development lifecycle and good programming skills. Mastery of Java and Python as well as frameworks such as Scikit-Learn, Spark, NLTK, Keras, TensorFlow, Mesos or similar is a plus. Good collaboration skills and can work with developers and customers and everything in between in a global organization. Fluency in English. An opportunity to work with huge amounts of real-world data and build amazing products that transform the Internet and how businesses are made An exciting technology stack with ability to pick your tools or even build your own! A great working environment in our office at Skøyen, Oslo Bright, skilled and passionate colleagues around the world Flexible schedule and working hours Competitive compensation",https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6f3818a8&cb=1629254958067&jobListingId=1007100228136&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-2c0ffcfd39964240,4.1,4.1,4.0,4.2,Full-time,Information Technology,other,201 to 500 Employees,NaN
Vipps,3.0,Vipps så trengte vi en Data Engineer / Salesforcearkitekt!,Oslo,"Systemarkitektur - du sikrer at systemene er konfigurert og benyttet optimalt iht. selskapets arbeidsprosesser
 Integrasjoner - du jobber med standard integrasjoner og sørger for god dataflyt mellom våre systemer
 Systemeierskap - du holder deg oppdatert på ny funksjonalitet og vurderer hva og hvordan vi skal ta det i bruk
 Opplæring i systemene til superbrukere og sluttbrukere internt i selskapet
 Ansvar for oppfølging av eksterne utviklingsressurser
 Du er en Salesforcearkitekt, eller har jobbet i tilsvarende rolle med andre CRM-systemer
 Du har gjerne kunnskap innen flere av områdene: Salesforce integrasjon og config, Marketing Cloud, Mulesoft, Azure SQL, Azure Synapse Analytics (SQL DW), Azure Data Factory, Azure Automation, Stream Analytics.
 Strukturert og analytisk, og klarer å sette deg inn i forretningsbehovet
 Evner å omforme kundebehov til suverene tekniske løsninger
 Nysgjerrig, selvgående og rask til å sette deg inn i nye ting - samtidig som du ser muligheter utenfor det etablerte.
 Du evner å samarbeide godt med alle deler av organisasjonen.
 Du har evnen til å se det store bildet samtidig som du liker å dykke ned i komplekse problemer.
",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_a748987f&cb=1629254958066&jobListingId=1007232380131&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-4654c8f93db1d780,2.9,3.7,3.7,1.7,N/A,NaN,other,1001 to 5000 Employees,NaN
Accenture,4.0,Accenture Applied Intelligence - Data Engineers/ Data Scientists / AI Engineers - Oslo,Lysaker,"
Business Analysis 
Workshop facilitation 
Design Thinking 
Innovation 
Agile 
Stakeholder management 
Self-organization 
Written and verbal English & Norwegian 
Preferred Bachelors or Masters (Computer Science, Statistics, Engineering, Physics, Mathematics, Economics) 
Minimum for bachelor candidates 
Experience in a relevant professional role (2-5 years) 
Shows evidence of innovation and driving through ideas to delivery 
Shows evidence of continuous professional development 
Language requirements; Fluent English, good Norwegian skills 
Strong Client facing skills 
Able to build and own relationships 
Have business acumen, take initiative and self-driven 
Familiarity with relational databases and intermediate level knowledge of SQL 
Strong conceptual knowledge on statistics 
Very good Microsoft Office (Excel and PowerPoint) skills 
Experience in requirements gathering and design for BI/analytics 
Experience working on advanced analytics projects involving statistical models like logistic regression, Cox proportional hazard model, etc. 
Experience in using advanced analytics tools such as SAS/R 
Experience in using data visualization tool such as Tableau, Spotfire, or Qlikview 
Experience working with large data sets and tools like MapReduce, Hadoop, Hive, etc. 
Experience working with large data streaming technologies like Spark, Flink, etc. 
Hands-on application of SAS, R, Alteryx, and other statistical software/applications 
Strong business and technical knowledge accountability 
Strong Presentation and client service/delivery 
Cloud Certifications (AWS/Azure/GCP) 
Give colleagues and clients the tools to find and use data for routine and non-routine analysis 
Use your sound eye for business to translate business requirements into technical solutions 
Analyze current business practices, processes and procedures to spot future opportunities 
Assess client needs to build bespoke data design services 
Build the building blocks for transforming enterprise data solutions 
Design and build modern data pipelines, data streams, and data service Application Programming Interfaces (APIs) 
Craft the architectures, data warehouses and databases that support access and Advanced Analytics, and bring them to life through modern visualization tools 
Implement effective metrics and monitoring 
Participate in workshops with client’s stakeholders to validate business requirements & functional specifications. 
Design & implement BI/DWH applications to cover the Business Intelligence & Reporting requirements of large organizations utilizing Cloud technology platforms 
Leverage data analysis skills to analyze business areas, understand source systems’ data and map them to DWH data model. 
Design, Build, Test and Deploy advanced ETL processes to move and transform enterprise data 
Participate in the definition of best practices, standards and optimization techniques to enhance the DWH/BI solutions. 
Create and maintain optimal predictive and prescriptive data models 
Assemble large, complex data sets that meet functional/non-functional business requirements 
Identify, design and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. 
Support and collaborate on the infrastructure required for optimal extraction, transformation and loading data from a wide variety of data sources using SQL and Cloud “big data” technologies. 
Work with internal customers to understand their needs and author and define implementation plans and functional specifications that solve those needs. 
Help define the roadmap for the Sales Data and Strategy data science & engineering functional area. 
Create, improve and maintain AI solutions (deep learning, NLP, computer vision, chatbots, VA and robotics etc.). 
Improve various business outcomes and drive innovation. 
Work to create Responsible and explainable AI 
Work directly with key customers to understand the current and future problems they are solving and provide the best AI solutions 
Collaborate closely with the architecture, research, libraries, tools, and teams to influence the design of next-generation architectures, software platforms, and programming models. 
Professional development including your own personal budget for skills development. This can be used for courses, certification, conferences or other learning activities 
Competitive salary, good bonus schemes, occupational pension schemes, share savings and that parental leave is covered beyond NAV's conditions up to 12G 
A wide range of sports and interest groups, including football, running, mountain sports and e-sports 
Larger and smaller social gatherings such as payday parties and annual parties 
Monthly community meetings with a focus on personal and professional development",https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_36f7b19d&cb=1629254958064&jobListingId=1007215490657&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-c782bf827e94811b,3.9,4.0,4.0,3.5,Full-time,Business Services,other,10000+ Employees,NaN
Cognizant Technology Solutions,3.8,Junior Data Scientist,Oslo,"Work on delivery project as a member of an experienced consulting team developing and applying advanced analytics & Machine Learning methodologies. Executes a data collection plan from both structured and unstructured sources that helps in data exploration, hypothesis testing and statistical modelling. Design, develop, and implement models, proof-of-concepts and pre-product prototypes that can be used to generate business decisions. Be able to challenge/complement the current methods used. Able to critically evaluate and propose the correct model and suggest improvements. Prepare presentations and reports on findings as well as recommend next steps to ensure successful project completion Seek and develop innovative methods and processes and keep up to date on latest trends, tools and advancements in the area of analytics and data Interacting with the wider European Data Science Guild, the rest of the European Guilds and other Cognizant Business Units globally. Contribution to & participation in the shaping of the Data Science Guild and its activities A university degree in Machine Learning, AI, Statistics, or Operations Research area – or the acquisition of such skills through professional experience consultative approach regarding identifying client issues and commitment to delivering high quality solutions Collaborative team player Know-how in different statistical programming languages such as Python, R, SAS Ability to work autonomously Strong written and verbal communication skills in English Flexibility to travel Nice to have ability to converse in the local language",https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_02bb9f42&cb=1629254958066&jobListingId=1007175465532&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-23a100ad04b7ba42,3.3,3.6,3.6,3.5,Full-time,Business Services,other,10000+ Employees,NaN
Trondheim kommune,4.3,Prosjektmedarbeider Bærekraftssenteret,Norway,"
Utvikle en produksjonsversjon av bærekraftsontologien 
Bidra til å kartlegge og prioritere bærekraftstema 
Ta i bruk ontologien basert på prioritetslisten 
Jobbe sammen med fageksperter fra forskjellige domener for å kartlegge innhold og sammenhenger til ontologien 
Evaluere og sammenligne vitenskapelige artikler i henhold til bærekraftig utvikling, spesielt for bærekraftsmålene Søkere må ha informatikk/datateknikkbakgrunn eller annen relevant utdanning på minimum bachelorgradsnivå. Lang og relevant erfaring fra tilsvarende arbeid vil i noen tilfeller kunne erstatte formell utdanning. 
Gode norsk- og engelskkunnskaper, skriftlig og muntlig 
God kjennskap til ontologier, spesielt RDF/OWL 
God kjennskap til Protege og SPARQL Gode kommunikasjons- og samarbeidsevner 
Må kunne sette seg raskt inn i komplekse oppgaver 
Må være interessert i å bidra til å nå bærekraftsmålene. 
Ryddig og tydelig Spennende, varierte og utfordrende arbeidsoppgaver i et uformelt, erfarent og tverrfaglig miljø
Gode muligheter for faglig utvikling 
En arbeidsplass med høy medarbeidertilfredshet der de ansatte har stor frihet til å påvirke sin egen arbeidsdag 
Konkurransedyktig lønn
 
En aktiv velferdsgruppe
 
Gode velferdsordninger
 
Lønn etter sentrale avtaler og Trondheim kommunes lokale avtaler",https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_ab89d922&cb=1629254958065&jobListingId=1007223106568&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-e0d98d21654d49c5,2.6,3.5,3.0,3.0,Part-time,Government,other,10000+ Employees,NaN
Harnham,4.0,Data Scientist,Oslo,"
Improve methodologies for data analysis and modelling working with location data 
Bring ideas from conception and prototypes through to production with support from Data Engineers 
Continue to uphold the highest standard of data in the market 
Endeavour to explore new and existing data sources 
Communicate ideas regularly with clients, partners and your team 
Background in statistics of mathematics 
Experience with using coding languages such as SQL, Python, R or similar for data transformation and analysis 
Experience with data visualisation and related tools 
Comfortable with identifying and applying structure in pipelines and data models 
Passionate about being part of a data-driven culture and working with large datasets 
Willingness to learn new skills 
Experience with Google Cloud Platform",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb98a495&cb=1629254958064&jobListingId=1007097937835&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-3d92095cd5bbcd90,3.3,3.9,4.0,3.0,Full-time,Business Services,other,51 to 200 Employees,NaN
oda,2.1,Data Scientist,Oslo,"
Build, scale, and maintain data products based on machine learning, optimization, and other types of algorithms on Google Cloud Platform. We run all of this in containers on Kubernetes under the hood, but as a data scientist, you should only need to know how to write Python code to get your stuff into production! 
Develop and deploy your own data pipelines with feature engineering, model training, and whatever else you need to get the job done. We use Argo Workflows to run all of our Python pipelines in containers, and dbt to run everything SQL on our Snowflake data warehouse. 
Work with product managers, data analysts, business representatives, and other stakeholders to understand their problems and design clever algorithmic solutions, and make sure we properly define success for improvements, establish baselines, and measure effects. 
Perform complex data analysis, communicate insights tailored to different audiences, and make recommendations based on your findings that contribute to company strategic decisions. We strive to preach and practice decision intelligence in organizational decision-making, and as a member of Data & Insight, you play a key role in these efforts. 
Contribute to our data- and insights-driven culture and community by sharing your knowledge and expertise with the team and with the company. We even have our own Data University, which is Data & Insight’s knowledge base and course catalog on everything from making correct decisions based on data to building better data products. 
Have some years of experience working as a data scientist in a business or research setting. 
Feel productive with Python and SQL, and enjoy both building things and extracting insights from data. 
Know how to apply different algorithms to solve different problems — whether it is ARIMA models for forecasting or neural networks for product recommendations — and are excited to expand your comfort zone by learning new methods and diving deeper into particular subfields. 
Have a structured approach to solving both narrowly scoped and open-ended problems, with the ability to both find optimal solutions and make appropriate cost/benefit tradeoffs. 
Are able to communicate and empathize with customers and colleagues when trying to understand their problems, needs, and desires. 
Can work independently, manage your own time, and take ownership of tasks from start to finish in a dynamic environment where priorities are subject to change along the way while thriving in teams where everyone contributes their best work. 
Are eager to continuously develop, nurture and share skills through feedback and learning, together with the people around you. 
Fluency in English. 
Have a Master’s degree within a technical/engineering field or quantitative field, like computer science, physics, economics, statistics, mathematics, etc. 
Possess a strong analytical mindset, combined with creativity in the face of novel problems, and curiosity and daring when venturing into unknown territory. 
The opportunity to make a lasting mark on the daily lives of the people around you, through a product that truly contributes to their general well-being. 
A large, tight-knit Data & Insight specialist community — there are over 30 of us embedded in various teams within the company at the time of writing, and we all maintain strong ties even though we work in widely different areas! 
Excellent opportunities for personal and professional development and progression in a fast-growing, ever-changing tech company with new challenges and opportunities to solve meaningful, previously unsolved problems around every corner. We make it a priority to facilitate internal promotion and mobility so you can keep growing within the company. 
Enthusiastic colleagues who truly care about supporting and helping others. 
An onboarding program where all new employees get to work hands-on in delivery, picking, replenishment, and customer service — in addition to our Data & Insight-specific onboarding. 
Get to know our way of working with OKR's — a framework we share with Google, Twitter, and Uber — and Flow, our own system for working within and between development teams to create value. 
A transparent workplace where we use Quip and Slack to communicate, discuss and share what we are working on, and stay in the loop with fewer e-mails and meetings. 
A culture that embraces and celebrates differences, built on tolerance, collaboration, and compassion. We actively seek to hire people with differences in education, personality, skillset, life experience, and knowledge base. 
The possibility to take stock in the success of the company.",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1136043&s=58&guid=0000017b5729ba38a94c5d1612292aac&src=GD_JOB_AD&t=SR&vt=w&cs=1_019f9685&cb=1629254958047&jobListingId=1007171817714&jrtk=2-0-1fdbijeiqu5fk801-1fdbijejcu18i800-fba1424ecfce6280,1.8,2.8,2.1,1.9,Full-time,NaN,other,1 to 50 Employees,NaN
NaN,NaN,NaN,NaN,NaN,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=0000017b572c3c84b04bbaff981d89e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_64464d8e&cb=1629255122490&jobListingId=1007193060846&jrtk=2-0-1fdbiof5eu5fh801-1fdbiof5thip9800-41a920a2afbb16a0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GE Healthcare,3.9,Lead Radiochemistry Scientist,Oslo,"
Work in a cross-functional team of radiochemists, biologists, chemists, analytical scientists, formulation scientists and people of other disciplines both in performing radiochemistry laboratory experiments and by collaborating remotely with others performing the experimental radiochemistry work. 
Perform radiochemistry development for new radiopharmaceuticals through pre-clinical and clinical studies, and into commercial manufacturing. 
Develop automated manufacturing methods for the production of radiopharmaceuticals to the correct level of quality, specifications and controls according to regulatory requirements. 
Provide radiochemistry development expertise to support products across the wide development stages from early development to life cycle management. 
Write and review suitable scientific reports & documentation to support regulatory documentation packages and establishment of manufacturing. 
Perform projects with academic partners and external contract research & development organisations. 
PhD/MSc in Radiochemistry, Chemistry, Analytical Chemistry or similar or equivalent knowledge or experience. 
Hands on experience in [18F]fluoride radiolabelling techniques for small and large molecules using direct or synthon-based methods and strong scientific knowledge of the established chemistries of other radionuclides used in diagnostic radiopharmaceuticals. 
Experience with academic and/or commercial radiopharmaceutical development/production. 
Strong English communication skills. 
Organised approach for planning and delivering within complex scientific projects. 
Demonstrable practical knowledge of analytical techniques and methods used in the characterisation and release of radiopharmaceuticals. 
Understanding of regulatory requirements for development of radiopharmaceuticals. 
Experience with radiolabelling of biologically synthesised materials. 
A good track record of working with external partners. 
Experience with current Good Manufacturing Practice requirements.",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1136043&s=58&guid=0000017b572c3c84b04bbaff981d89e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_43c7de4a&cb=1629255122503&jobListingId=1007063177649&jrtk=2-0-1fdbiof5eu5fh801-1fdbiof5thip9800-dabd24d68b2c0f0f,3.7,3.8,3.6,3.6,N/A,Health Care,other,10000+ Employees,NaN
Vipps,3.0,Vipps så trengte vi en Data Engineer / Salesforcearkitekt!,Oslo,"Systemarkitektur - du sikrer at systemene er konfigurert og benyttet optimalt iht. selskapets arbeidsprosesser
 Integrasjoner - du jobber med standard integrasjoner og sørger for god dataflyt mellom våre systemer
 Systemeierskap - du holder deg oppdatert på ny funksjonalitet og vurderer hva og hvordan vi skal ta det i bruk
 Opplæring i systemene til superbrukere og sluttbrukere internt i selskapet
 Ansvar for oppfølging av eksterne utviklingsressurser
 Du er en Salesforcearkitekt, eller har jobbet i tilsvarende rolle med andre CRM-systemer
 Du har gjerne kunnskap innen flere av områdene: Salesforce integrasjon og config, Marketing Cloud, Mulesoft, Azure SQL, Azure Synapse Analytics (SQL DW), Azure Data Factory, Azure Automation, Stream Analytics.
 Strukturert og analytisk, og klarer å sette deg inn i forretningsbehovet
 Evner å omforme kundebehov til suverene tekniske løsninger
 Nysgjerrig, selvgående og rask til å sette deg inn i nye ting - samtidig som du ser muligheter utenfor det etablerte.
 Du evner å samarbeide godt med alle deler av organisasjonen.
 Du har evnen til å se det store bildet samtidig som du liker å dykke ned i komplekse problemer.
",https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000017b572c3c84b04bbaff981d89e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ca1b5d2&cb=1629255122497&jobListingId=1007232380131&jrtk=2-0-1fdbiof5eu5fh801-1fdbiof5thip9800-4654c8f93db1d780,2.9,3.7,3.7,1.7,N/A,NaN,other,1001 to 5000 Employees,NaN
oda,2.1,Director of Data & Insight - Shop Platform,Oslo,"
Provide senior leadership and contribute to strategy: Lead the Data & Insight discipline in the Shop Platform area and be one of the key people in the overall management of the Data & Insight discipline. You are also responsible for the Data & Insight strategy for this area, by ensuring strong value creation from data in the strategy, execution and impact of the teams in the Shop platform for both data science applications and insights. To do this you work with other disciplines to ensure that data science can power the product development where applicable, all the way from product ideation to amazing machine learning models running in production. 
Attract, recruit and onboard data professionals: You attract and hire the best talent, and help them get up to speed and feel welcome - regardless of whether they are straight out of school or seasoned professionals. 
Raise the bar in Data & Insight: Advocate and continuously improve all skills related to Data & Insight indirectly through leads and managers in your platform area. Develop a team culture, routines, standards and systems that encourages Data Scientist and Data Analysts to help and push each other to be better.
 Enable our data professionals to grow: You set expectations, enhance motivation, give feedback and support in the development of each data professional either directly or indirectly by building up and leading other managers. You are an inspiring leader and a great mentor as well as being flexible and capable of leading by example if necessary. 
Create the conditions for value creation from data: Ensure that data professionals have what they need to do their best possible work, be it tools, materials, space, lack of distractions, stakeholder management, time for experimentation or research, training, inspiration, or advocacy. You also make sure we catch opportunities for collaboration across platform areas and teams, and contribute to the continuous improvement of our Data & Insight discipline. 
Give back and share: Ensure that we actively share learnings and opinions with others around us both internally and externally via our blog on Medium, talks and other relevant forums, and in particular around your discipline and its solution areas. 
The opportunity to leave a lasting mark and impression on the daily lives of the people around you, through a product that truly contributes to their general well-being. 
A large, tight-knit Data & Insight specialist community — there are 35 of us in various teams within the company at the time of writing, and we all maintain strong ties even though we work in widely different areas! 
Excellent opportunities for personal and professional development and progression in a fast growing, ever-changing tech company with new challenges and opportunities to solve meaningful, previously unsolved problems around every corner. We make it a priority to facilitate internal promotion and mobility so you can keep growing within the company. 
Enthusiastic colleagues who truly care about helping others. 
An onboarding program where all new employees get to work hands-on in delivery, picking, replenishment and customer service — in addition to our Data & Insight-specific onboarding. 
Get to know our way of working with OKR's— a framework we share with Google, Twitter and Uber — and Flow, our own system for working within and between development teams to create value. 
A transparent workplace where we use Quip and Slack to communicate, discuss and share what we are working on, and stay on the loop with less e-mails and meetings. 
Possibility to invest in private company stock options. 
Help with relocation provided if your favorite option is Oslo or Berlin, alternatively we will be open to discuss a remote setup in compatible time zones. Travel, once permitted, will however be required. 
Proven experience as a leader and as a manager of data professionals, ideally across multiple teams, within analytical disciplines, including recruitment and building up teams. 
Passionate about creating a great data and insight culture.
 Experience working hands-on as in analytical roles, such as data engineer, data analyst or data scientist, in a modern product & tech company. 
Know how to set and align on a great strategy where data is a key component, communicate it effectively and execute on it across several teams and areas. 
Know how to organise analytical roles and teams in a way that secures great impact, balances autonomy with alignment, and really engages people — you’ve tried different models and know what works and when. 
Manage a large and varied set of stakeholders across a big organization. 
Open to travel from time-to-time and capable of leading remote teams as effectively as those on-site with you. 
aMaster’s degree or higher within a technical and/or quantitative field, such as computer science, mathematics, statistics, physics or economics. 
Proven track record of attracting and recruiting skilled talent in the Data & Insight Discipline, and enabling them to be great. 
Experienced in working on data enablement for customer focused cross-functional teams. 
Speak and write fluently in English (additional languages is a plus). 
We not only look for hard skills when recruiting to Oda, we also search for a fit in mindset and culture. A strong analytical mindset is important in this role, combined with creativity in the face of novel problems, curiosity and daring when venturing into unknown territory. We want all employees to have empathy for customers and colleagues when trying to understand their problems, needs and desires. You are pragmatic when needed, and enjoy a dynamic everyday life where priorities and needs change. You are also a lifelong learner — we are big on sharing knowledge. 
Master’s degree or higher within a technical and/or quantitative field, such as computer science, mathematics, statistics, physics or economics. 
Proven track record of attracting and recruiting skilled talent in the Data & Insight Discipline, and enabling them to be great. 
Experienced in working on data enablement for customer focused cross-functional teams. 
Speak and write fluently in English (additional languages is a plus).",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=0000017b572c3c84b04bbaff981d89e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c04e0778&cb=1629255122496&jobListingId=1007096979867&jrtk=2-0-1fdbiof5eu5fh801-1fdbiof5thip9800-e4844984d17cffed,1.8,2.8,2.1,1.9,Full-time,NaN,other,1 to 50 Employees,NaN
